ID,Latitude,Longitude,Day,Hour,Minute,Duration,RemainingTime,Resources,Coverage,Ligitimacy,OnPeakHours,GridNumber,task_value
122,42.148810355841775,12.507115502673278,0,20,22,20,20,8,100,True,True,56,9
123,42.14793537052823,12.502781717352493,1,19,9,60,60,9,100,True,True,55,3
124,42.16173806242857,12.52088936606815,0,9,37,40,40,7,100,True,True,78,2
125,42.15613102202824,12.526278821156543,2,18,55,80,80,10,100,True,True,68,5
126,42.15067561731053,12.493001031365065,2,9,9,10,10,9,100,True,True,64,9
127,42.14607582309043,12.489584652052727,2,11,27,20,20,8,100,True,True,54,9
128,42.14245241145961,12.50677160515312,0,12,48,20,20,9,100,True,True,46,7
129,42.14328385357971,12.488100146501084,1,20,9,100,100,8,100,True,True,44,2
130,42.13664337517062,12.527250424546025,1,10,34,100,100,7,100,True,True,38,5
131,42.1574399105674,12.519543150734947,1,10,48,60,60,8,100,True,True,77,8
132,42.145109775218046,12.508900846020927,2,18,14,40,40,9,100,True,True,56,6
133,42.158470716053344,12.50286975357828,0,13,2,20,20,9,100,True,True,75,5
134,42.13918759945797,12.492042055512757,0,9,25,10,10,7,100,True,True,44,3
135,42.16185729585751,12.520647174064413,0,9,53,20,20,9,100,True,True,78,7
136,42.140069483828086,12.506866975431127,0,9,23,80,80,7,100,True,True,46,9
137,42.14495538549977,12.507197584018213,2,14,11,10,10,8,100,True,True,56,1
138,42.15269533293969,12.482825868670984,0,19,34,10,10,9,100,True,True,63,7
139,42.15536971481893,12.473276880125747,1,12,19,40,40,9,100,True,True,62,9
140,42.1430010709047,12.465941215301859,1,9,55,60,60,10,100,True,True,41,6
141,42.15147243227867,12.49365629098092,0,19,55,20,20,7,100,True,True,64,9
142,42.146244597993096,12.496946892796103,1,17,45,100,100,9,100,True,True,55,6
143,42.14825739749603,12.475386477007776,0,20,30,100,100,10,100,True,True,52,4
144,42.15406051030086,12.477591404720847,2,18,38,40,40,9,100,True,True,62,7
145,42.13844184355321,12.485112130077303,1,15,9,60,60,7,100,True,True,33,1
146,42.151714945788534,12.478206451507617,2,10,19,40,40,8,100,True,True,62,8
147,42.15481282421122,12.516868591213276,1,14,51,10,10,10,100,True,True,67,9
148,42.14184265706207,12.503817965044673,2,18,10,100,100,7,100,True,True,46,7
149,42.15530475623323,12.485455949567172,2,9,26,10,10,9,100,True,True,63,5
150,42.136124611283414,12.511605174574123,1,9,28,40,40,9,100,True,True,37,6
151,42.140592773674356,12.505185412968265,0,10,47,40,40,8,100,True,True,46,5
152,42.157139038309154,12.48364333984278,2,17,33,30,30,7,100,True,True,73,3
153,42.15837289591858,12.526337337917067,1,9,23,20,20,9,100,True,True,78,4
154,42.155540783148865,12.47734962796847,0,11,37,20,20,10,100,True,True,62,3
155,42.15637101190442,12.502162620497264,2,19,18,60,60,10,100,True,True,75,3
156,42.151425314767,12.49089031332547,2,10,21,80,80,8,100,True,True,64,7
157,42.1464421528543,12.508145828666418,2,11,50,20,20,8,100,True,True,56,1
158,42.156890014851776,12.46999932489001,2,10,35,20,20,7,100,True,True,71,7
159,42.15489107280184,12.516385343377657,0,9,49,60,60,9,100,True,True,67,3
160,42.14096872282747,12.478998997886801,2,18,45,50,50,7,100,True,True,42,9
161,42.14290684025245,12.466242293790454,0,10,10,60,60,8,100,True,True,41,3
162,42.143661516011136,12.525335277613667,2,9,51,80,80,10,100,True,True,48,9
163,42.14244623654824,12.48772631463072,2,9,47,70,70,8,100,True,True,44,9
164,42.14940652383018,12.504434889464429,0,13,38,80,80,10,100,True,True,56,4
165,42.14840250302683,12.500318100703021,2,9,7,10,10,8,100,True,True,55,8
166,42.1617897709647,12.518842744446083,0,10,0,20,20,8,100,True,True,77,8
167,42.15573651777959,12.492739892199861,2,11,48,80,80,8,100,True,True,64,7
168,42.14869372668485,12.48352649105928,0,11,6,10,10,10,100,True,True,53,4
169,42.147548319930664,12.489355760447491,2,10,28,80,80,7,100,True,True,54,6
170,42.15316372123457,12.528498164673463,2,10,40,20,20,8,100,True,True,69,9
171,42.14395286577319,12.505049316617567,2,10,53,60,60,7,100,True,True,46,4
172,42.14668733627884,12.49699814178173,2,15,40,10,10,10,100,True,True,55,9
173,42.1558681640557,12.485216505969545,0,19,6,60,60,8,100,True,True,63,8
174,42.145127164603764,12.52416462207438,2,20,13,50,50,10,100,True,True,58,5
175,42.15608261321097,12.520399216929157,2,13,45,10,10,8,100,True,True,68,4
176,42.15910899982736,12.499133093822508,0,19,31,50,50,9,100,True,True,75,2
177,42.14203522030188,12.480128677019541,0,10,2,20,20,8,100,True,True,43,7
178,42.15109195456359,12.475877392243069,0,18,5,20,20,7,100,True,True,62,1
179,42.14360855530539,12.507222286503985,1,16,45,40,40,8,100,True,True,46,8
180,42.14405010484718,12.48871529972623,2,15,45,40,40,9,100,True,True,44,4
181,42.12969396993624,12.532667969884272,1,19,4,60,60,7,100,True,True,29,6
182,42.15091408075726,12.50272729494762,0,11,28,80,80,9,100,True,True,65,7
183,42.15137766327338,12.50768066649184,2,10,2,60,60,10,100,True,True,66,2
184,42.15504903323356,12.49655168165024,2,14,41,40,40,9,100,True,True,65,7
185,42.15104694932979,12.512753520825427,0,16,37,60,60,7,100,True,True,67,7
186,42.14764227942458,12.480026107315458,2,19,25,80,80,9,100,True,True,53,1
187,42.15071058626302,12.513670460115259,0,11,36,80,80,9,100,True,True,67,6
188,42.119184504206274,12.539428100020864,1,9,50,80,80,7,100,True,True,10,7
189,42.15353263241637,12.519125073640017,0,11,23,60,60,9,100,True,True,67,3
190,42.143488233343554,12.48844896628348,0,14,5,40,40,10,100,True,True,44,9
191,42.147477045924106,12.48973242347053,0,13,40,100,100,7,100,True,True,54,8
192,42.148622758767864,12.504125543143697,2,19,45,50,50,8,100,True,True,56,5
193,42.15312989798754,12.478711238090687,2,9,35,40,40,9,100,True,True,62,4
194,42.14914811939372,12.4764961178647,0,19,1,20,20,9,100,True,True,52,7
195,42.13214314896653,12.530025907644301,2,20,40,80,80,8,100,True,True,29,9
196,42.15122504048563,12.493177959974279,1,10,11,40,40,7,100,True,True,64,8
197,42.146490072133275,12.478007616432341,2,10,39,100,100,8,100,True,True,52,8
198,42.15561917203119,12.497586526110991,2,9,20,30,30,8,100,True,True,65,4
199,42.15239814361453,12.478093191086964,2,14,2,20,20,10,100,True,True,62,9
200,42.13820325233217,12.52769336818459,0,15,57,50,50,9,100,True,True,39,3
201,42.14462643989369,12.51187908743157,1,10,48,10,10,10,100,True,True,47,2
202,42.156904785153365,12.525960989280396,1,12,4,80,80,9,100,True,True,78,6
203,42.12265441076603,12.534187183449665,1,11,10,40,40,10,100,True,True,19,4
204,42.14921239923307,12.474345033198878,0,9,50,60,60,10,100,True,True,52,7
205,42.146162623759324,12.473841188225393,2,16,51,10,10,7,100,True,True,52,7
206,42.147509506993075,12.480832306596943,2,12,7,20,20,8,100,True,True,53,7
207,42.151913059089345,12.47707199050093,1,12,56,40,40,9,100,True,True,62,6
208,42.14643246508269,12.497069859414173,0,12,57,60,60,8,100,True,True,55,5
209,42.143102196495384,12.512788820935405,0,11,26,40,40,10,100,True,True,47,4
210,42.150786627001715,12.492474156577583,0,11,32,40,40,7,100,True,True,64,9
211,42.1499848122144,12.520770658737367,1,9,23,100,100,8,100,True,True,58,1
212,42.15258434239187,12.4770137,1,20,21,40,40,7,100,True,True,62,2
213,42.13905671785673,12.472219518985113,2,14,15,40,40,10,100,True,True,42,6
214,42.14619826556437,12.478082596812449,0,9,51,10,10,7,100,True,True,52,9
215,42.15385469621645,12.493457388956342,1,17,13,70,70,8,100,True,True,64,1
216,42.144760640016514,12.49021155241875,0,9,39,10,10,10,100,True,True,54,1
217,42.152656972508936,12.495614824727994,0,10,43,60,60,9,100,True,True,65,1
218,42.11756003037262,12.541771276678006,1,11,15,60,60,8,100,True,True,10,9
219,42.15851549369397,12.503327193493647,1,9,41,20,20,7,100,True,True,75,9
220,42.15498864320877,12.517857702671531,2,10,12,100,100,7,100,True,True,67,3
221,42.152261826776815,12.49318803539028,2,20,49,40,40,9,100,True,True,64,8
222,42.13982337442007,12.483576618441614,1,16,21,60,60,9,100,True,True,43,4
223,42.15642863890137,12.492555911468589,2,13,12,10,10,7,100,True,True,74,3
224,42.14773034405649,12.478638557013944,1,20,4,100,100,9,100,True,True,52,2
225,42.13119297700034,12.51949728560385,0,9,8,60,60,10,100,True,True,27,5
226,42.1559332588621,12.505091649785843,2,18,55,20,20,8,100,True,True,66,5
227,42.15560878054315,12.519361859930761,1,9,4,80,80,10,100,True,True,67,4
228,42.132500026814384,12.529342821844677,0,10,0,80,80,10,100,True,True,29,6
229,42.14034254347901,12.527584604350594,2,18,21,40,40,7,100,True,True,48,3
230,42.163134789575196,12.521194043205448,0,11,11,40,40,10,100,True,True,88,1
231,42.15149046954836,12.516913392157967,2,13,3,80,80,10,100,True,True,67,8
232,42.134091654169524,12.493717502908432,0,13,53,80,80,10,100,True,True,34,8
233,42.14524317729269,12.492519538314482,0,10,22,80,80,10,100,True,True,54,8
234,42.15959179868252,12.518731496440521,0,18,17,10,10,9,100,True,True,77,5
235,42.150747666907506,12.5050320386439,1,10,1,80,80,10,100,True,True,66,9
236,42.14972571883074,12.476122226001433,1,19,12,10,10,10,100,True,True,52,1
237,42.14339706701692,12.479166161638188,0,9,4,80,80,8,100,True,True,42,7
238,42.15225961856795,12.49585922141372,1,10,24,30,30,8,100,True,True,65,1
239,42.14298945798257,12.46751475762137,1,17,30,10,10,7,100,True,True,41,8
240,42.140562723071255,12.515786814729292,0,15,35,10,10,9,100,True,True,47,9
241,42.14974559673031,12.513229952045982,2,9,16,40,40,10,100,True,True,57,8
242,42.154429910596356,12.47132008586507,1,10,34,40,40,9,100,True,True,61,8
243,42.14802567779294,12.479071286681988,0,18,24,40,40,7,100,True,True,52,4
244,42.15143771167685,12.518450127947883,0,13,34,40,40,7,100,True,True,67,8
245,42.16076550787716,12.504886923015144,0,11,11,40,40,10,100,True,True,76,3
246,42.14751776994134,12.498814812744225,2,14,8,60,60,9,100,True,True,55,3
247,42.14320009477103,12.479313557155692,1,10,46,80,80,7,100,True,True,42,3
248,42.150624102698636,12.514306633854483,0,16,6,100,100,9,100,True,True,67,1
249,42.15677563533279,12.498120407748406,0,11,13,80,80,8,100,True,True,75,3
250,42.150306912333235,12.483071254609383,2,9,54,60,60,9,100,True,True,53,8
251,42.14006969040484,12.474049669720099,0,9,36,20,20,7,100,True,True,42,7
252,42.15122504048563,12.493177959974279,1,10,51,20,20,7,100,True,True,64,2
253,42.14341960369022,12.507213699749684,0,18,22,40,40,10,100,True,True,46,5
254,42.13693391282276,12.475316154670315,0,19,28,100,100,10,100,True,True,32,8
255,42.152256517862256,12.49322362359947,1,10,17,10,10,9,100,True,True,64,8
256,42.150401162812095,12.520849205947195,1,10,12,80,80,8,100,True,True,58,6
257,42.1524175542209,12.497491489709239,0,12,9,20,20,10,100,True,True,65,5
258,42.14103215612147,12.476909895056647,1,20,17,60,60,9,100,True,True,42,6
259,42.149550120917,12.520308863461548,0,9,29,80,80,8,100,True,True,58,6
260,42.15332337726875,12.49533843813953,1,9,28,60,60,8,100,True,True,64,5
261,42.14240966758844,12.487721721925798,1,18,31,60,60,7,100,True,True,44,7
262,42.132122978125985,12.477939173408178,2,11,23,20,20,8,100,True,True,22,5
263,42.14220226532928,12.513149771194472,2,13,59,80,80,10,100,True,True,47,9
264,42.141502913239975,12.47080909228298,0,10,20,10,10,10,100,True,True,41,5
265,42.15412332013958,12.504762555838242,1,12,18,40,40,7,100,True,True,66,2
266,42.150575943017806,12.50248077648141,1,13,33,60,60,10,100,True,True,65,2
267,42.14624428509761,12.470336613607449,2,12,27,10,10,9,100,True,True,51,2
268,42.15083242436674,12.512956763884791,1,18,3,20,20,8,100,True,True,67,4
269,42.15026394301866,12.505862986024844,1,10,40,100,100,7,100,True,True,56,5
270,42.14772439180266,12.499390469298332,1,10,14,50,50,8,100,True,True,55,6
271,42.14023476608958,12.527574602584917,2,9,42,20,20,8,100,True,True,48,4
272,42.15155480390593,12.484797125349482,0,10,50,60,60,8,100,True,True,63,6
273,42.146805829049384,12.495738642480468,2,19,3,10,10,8,100,True,True,55,4
274,42.143651926894286,12.486668534598975,2,11,10,60,60,8,100,True,True,43,3
275,42.14904711759553,12.511933503742332,1,19,43,20,20,10,100,True,True,57,1
276,42.14878752714514,12.477404248964415,1,11,31,40,40,9,100,True,True,52,6
277,42.136065520217954,12.475907188542392,2,9,57,40,40,10,100,True,True,32,3
278,42.158561611414946,12.49201818175218,0,17,7,40,40,10,100,True,True,74,8
279,42.156839154717176,12.472143353676094,2,11,54,60,60,8,100,True,True,72,3
280,42.143976183660264,12.506566898628472,2,15,3,40,40,9,100,True,True,46,3
281,42.13682633363217,12.511089891103046,0,10,5,100,100,10,100,True,True,36,8
282,42.1497123996138,12.504931525332426,2,10,28,80,80,9,100,True,True,56,7
283,42.145607823116634,12.507385770904863,2,14,14,10,10,7,100,True,True,56,6
284,42.15914995314565,12.517486459058686,2,19,47,60,60,8,100,True,True,77,4
285,42.149136168379314,12.501931024268394,1,11,30,60,60,7,100,True,True,55,4
286,42.15355420001358,12.47168831699857,1,11,48,10,10,9,100,True,True,62,5
287,42.132023718626996,12.516850186948112,0,20,22,80,80,7,100,True,True,27,2
288,42.153106420716256,12.519029242884306,1,10,57,100,100,10,100,True,True,67,1
289,42.14306970707365,12.496043554333177,1,13,48,60,60,9,100,True,True,45,6
290,42.15887364998651,12.499051379348607,0,20,14,40,40,10,100,True,True,75,3
291,42.14089023487375,12.4773955504913,2,9,43,80,80,10,100,True,True,42,4
292,42.152017531668,12.48914598113545,0,12,20,60,60,8,100,True,True,64,3
293,42.1531813527547,12.511841069669517,2,10,30,40,40,8,100,True,True,67,9
294,42.15620732737067,12.499889421449005,1,16,56,20,20,10,100,True,True,75,4
295,42.16764367477991,12.5209866,1,18,30,80,80,10,100,True,True,88,1
296,42.16197176121886,12.529122953606448,2,20,58,70,70,9,100,True,True,89,5
297,42.14640920798205,12.51059540980331,2,9,13,20,20,7,100,True,True,56,4
298,42.14287158547097,12.466635251819763,2,10,4,40,40,9,100,True,True,41,7
299,42.14260005658198,12.507176234565026,2,10,34,40,40,10,100,True,True,46,4
300,42.142472473095715,12.487734929268553,1,19,13,40,40,8,100,True,True,44,6
301,42.143908346106116,12.507902957082077,1,9,51,60,60,7,100,True,True,46,9
302,42.149463136581,12.498001796225351,1,17,33,80,80,8,100,True,True,55,8
303,42.16208576618056,12.520084935282528,1,16,42,60,60,10,100,True,True,88,3
304,42.142526106468985,12.489741841637251,0,11,32,10,10,7,100,True,True,44,6
305,42.12170507523871,12.534972934391948,1,9,34,60,60,10,100,True,True,19,5
306,42.149402400841076,12.497499187756183,1,20,45,100,100,7,100,True,True,55,9
307,42.161208401563144,12.525671510171115,0,10,39,80,80,8,100,True,True,78,3
308,42.137913020602504,12.51051421003804,1,14,54,100,100,7,100,True,True,36,6
309,42.15596122385519,12.51975735198283,2,18,47,40,40,10,100,True,True,68,4
310,42.13836400202985,12.485212783530367,2,10,15,20,20,9,100,True,True,33,7
311,42.15498484562484,12.516348289678126,2,9,12,10,10,9,100,True,True,67,5
312,42.14089705907986,12.490750875109624,2,10,28,80,80,8,100,True,True,44,9
313,42.151815387580754,12.47846967686005,2,9,30,60,60,9,100,True,True,62,7
314,42.12487514825273,12.532771804125733,0,11,30,50,50,8,100,True,True,19,7
315,42.15668076712608,12.491533531928939,0,10,38,30,30,7,100,True,True,74,6
316,42.150080832384994,12.504578593448832,2,17,39,10,10,10,100,True,True,56,2
317,42.15849329614855,12.49889249507033,2,18,6,60,60,10,100,True,True,75,8
318,42.14925591690182,12.509216888205367,1,18,56,60,60,8,100,True,True,56,9
319,42.14525528283579,12.496725215166357,0,9,14,50,50,8,100,True,True,55,6
320,42.15278932051348,12.520350346941791,0,19,20,20,20,9,100,True,True,68,3
321,42.136617002659825,12.51116181966092,1,19,10,10,10,10,100,True,True,36,6
322,42.15651977831043,12.52039916536226,1,12,40,20,20,8,100,True,True,78,6
323,42.152666533944945,12.497339705748633,0,16,53,10,10,8,100,True,True,65,5
324,42.15090440001099,12.520485308908912,0,10,57,10,10,8,100,True,True,68,5
325,42.12247855277784,12.535710924036074,1,11,33,100,100,9,100,True,True,20,1
326,42.15121915934708,12.505044314625007,2,20,53,60,60,9,100,True,True,66,3
327,42.128123969192856,12.524729406641496,0,15,5,80,80,9,100,True,True,28,7
328,42.14069766634489,12.51566625438365,2,13,27,80,80,7,100,True,True,47,8
329,42.154443897851614,12.478324474821438,2,9,46,20,20,8,100,True,True,62,2
330,42.139272894547396,12.5277713059214,2,14,54,100,100,9,100,True,True,49,6
331,42.13755793718426,12.492712692011876,1,11,4,40,40,7,100,True,True,34,1
332,42.147924211660595,12.491381538596867,0,14,8,80,80,7,100,True,True,54,3
333,42.132531059477486,12.529283422717056,1,11,58,20,20,7,100,True,True,29,7
334,42.143966999587605,12.505953702958758,2,11,18,60,60,10,100,True,True,46,5
335,42.14891208436329,12.504314327510993,1,10,31,20,20,8,100,True,True,56,8
336,42.15199239193121,12.508604611749163,0,19,46,20,20,7,100,True,True,66,1
337,42.153831930543056,12.477596697874791,2,20,10,100,100,7,100,True,True,62,1
338,42.14153184721462,12.503979121958842,0,11,27,20,20,7,100,True,True,46,9
339,42.15517107825887,12.485635625161699,2,13,1,100,100,7,100,True,True,63,5
340,42.14233528273392,12.490033467941979,1,10,9,60,60,8,100,True,True,44,6
341,42.14693666004946,12.478420341366236,2,9,53,100,100,8,100,True,True,52,8
342,42.15053818353757,12.505058816270317,2,15,48,60,60,9,100,True,True,66,7
343,42.15051754622028,12.517971631998703,1,9,26,10,10,8,100,True,True,67,8
344,42.15398612595248,12.519182483734546,1,13,25,10,10,9,100,True,True,67,7
345,42.15388992097762,12.487894722541201,1,11,23,100,100,9,100,True,True,64,9
346,42.161323974801434,12.524788928484423,1,14,17,20,20,7,100,True,True,78,4
